packet_counter,timestamp_s,q_w,q_x,q_y,q_z,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z
30225,0.000,-0.6275890311888608,0.5882461789813465,-0.504561780849705,-0.07426876968852987,-4.024871058560355,-6.565564649325749,-2.556703248730875,-0.13007983887972377,0.2000414156476341,0.27815479405602733,0.6659473072120172,-0.1826647702721967,0.31974239931178533
30227,0.017,-0.6288509083218012,0.5819318570216353,-0.5102025560274412,-0.07480107425206402,-3.908355565333017,-7.261879467752999,-3.2219087443084917,0.1510707697103195,0.723450443387979,0.7115265453652766,0.6557488557757545,-0.1977282167133021,0.32066088852672636
30245,0.167,-0.633075045129581,0.487650506770367,-0.5983188754024245,-0.05854480180137044,-4.484266096511506,-8.94259876711358,-2.1251646964631954,0.3804274470593846,1.416541169944021,0.9342930030828138,0.5650144674484622,-0.251102117062792,0.40699635937621464
30249,0.200,-0.632279177589557,0.46114377046586436,-0.6206236265967203,-0.04894669199378662,-6.022288734864396,-10.137746428504707,0.7027232203799477,0.6985660556849516,1.8028853735784114,0.9665823819013327,0.5338833544940401,-0.2565752385499913,0.4298543146485384
30267,0.350,-0.6179853542566703,0.4776529670724739,-0.6093491347840557,-0.13651145339876283,-10.437133458117891,-4.629394307559863,1.1090826613546692,-1.101991752815434,-0.4054949474047786,0.30230961750913016,0.5380682326015969,-0.3569199679144505,0.35241272998735956
30270,0.375,-0.6160373864101344,0.5036309920349913,-0.5780599879399253,-0.1808325544522208,-7.36918325239043,-7.9889928422478915,5.195145217395522,-3.366455886151237,-3.428640983373489,-0.2624143611306123,0.5603494129548159,-0.3890249886079528,0.27562201717851065
30271,0.383,-0.6161294594064917,0.5124706649255423,-0.564968395708479,-0.1963899658659393,-7.546246449801896,-7.023251358284805,3.4931555185768466,-3.3803705383055433,-4.096765610040639,-0.21484632705812268,0.5676620553366579,-0.3975844654568726,0.24726524805850386
30272,0.392,-0.6166671644733498,0.5204218142823523,-0.5521251135873452,-0.209858529551755,-7.20655125038688,-7.116672042917066,2.912543464607585,-2.8520458925885657,-3.9226116753350104,-0.2538730911633979,0.5749214597787086,-0.3964523067606437,0.22151639301917317
30273,0.400,-0.6177742654950791,0.5273520752490152,-0.5398772356374546,-0.22087850973563117,-6.668984901556184,-7.874621548286485,3.627088065925595,-2.2689896305792554,-3.6284261983328148,-0.30979216201000875,0.5835137251688702,-0.39793426007499333,0.20384097902570916
30274,0.408,-0.6189080233836304,0.5336201641667565,-0.5284361364361777,-0.23012524566943307,-6.400046693619795,-8.864844969997657,4.371795392486715,-1.8868314932824126,-3.3289120873148135,-0.37419996696890834,0.5956857446660421,-0.3978315529817401,0.18350369381795553
30276,0.425,-0.6209051729343694,0.5455227931077864,-0.508251010760955,-0.2419970216421849,-5.413413901889772,-10.064857332739948,4.0224323395183355,-1.3043875758757912,-2.786724934466349,-0.6975252869853401,0.6129877681094671,-0.3944596109840495,0.15544152048954143
30306,0.675,-0.4982460195688684,0.850026138927983,-0.008353541776846114,-0.17069471422029275,-2.4251607303751963,-12.45372861974795,1.6183208854389408,-0.8994823026261136,-3.3606334004877896,-3.438504310020197,0.6918830942858979,0.2895427024400452,-0.058058781242888206
30307,0.683,-0.4966217775951531,0.8534480154364682,0.00533673838997102,-0.15800257652690838,-3.25268512513459,-9.822428171399439,-1.0307885789353575,0.5918731965008968,-1.2516902842594375,-3.8721547738416335,0.6786994139743379,0.3191397141654395,-0.05221262521908
30349,1.033,-0.5532119085675814,0.5850213694022112,-0.3597761781118974,-0.4714527370001913,-16.35538107683779,-5.717845324946568,-2.8031370057060223,0.0580520229764889,0.9154895632538058,3.0746465850386913,0.6118265468026549,-0.40931681857149377,-0.1665273028620596
30350,1.042,-0.5467640811826755,0.5539591306716993,-0.36762011267030054,-0.5089536067601804,-38.798994050994345,-40.12219265861311,-6.336545309926263,-3.4986255192945515,-1.7545363075058968,10.706309996981165,0.5732975276670654,-0.45340810291325967,-0.19743290970279018
30394,1.408,-0.519358431479043,0.841386256622282,0.018280238062605238,-0.14833010387357898,14.504205122995916,-23.472778836811038,6.850183856960945,0.08804560298314279,-0.9063917944960934,-3.206795852757399,0.5356083579369122,0.3496435381491697,-0.08881966945801298
30404,1.492,-0.4197818517634441,0.8477512174464363,0.1919219820756145,0.26127958788299377,-33.98984415577325,-34.52496385029513,-7.704797346460198,1.1384534594185576,0.8995841485711427,-10.817212828523614,0.11068608986067417,0.632527733828103,0.22029531271775488
30405,1.500,-0.40731825316753534,0.8413743432867182,0.19403891521702088,0.29753983678961965,-62.35090277381416,18.41786540292911,-7.676751237274433,-0.7468868378432352,2.9092801213381305,-8.83963672851808,0.06781589687714697,0.6281839780331112,0.23775670975730842
